handle,product_title,variant_title,sku,gtin_barcode,mpn,seo_title,seo_description,gpc,gender,age_group,condition,size_system,size_type
1-2-inch-mesh-plastic-stackable-classifier-sifting-screen-gold-prospecting-equipment-green,"Heavy Duty Stackable Plastic Sifting Screens Gold Prospecting Equipment Rock Hounding (3 Sizes)","1/4""",SON-14INCHSIFTCLASS-GRN,00810131709587,ASROSIFTGRN,"Stackable Plastic Gold Sifting Screens | ASR Outdoor","Heavy-duty stackable plastic sifting screens, 6-inch deep, in 1/2, 1/4, and 1/8-inch mesh. Stack on a 5-gallon bucket to classify gold paydirt.",1013,unisex,adult,new,US,regular
1-2-inch-mesh-plastic-stackable-classifier-sifting-screen-gold-prospecting-equipment-green,"Heavy Duty Stackable Plastic Sifting Screens Gold Prospecting Equipment Rock Hounding (3 Sizes)","1/8""",SON-18INCHSIFTCLASS-GRN,00810131703967,ASROSIFTGRN,"Stackable Plastic Gold Sifting Screens | ASR Outdoor","Heavy-duty stackable plastic sifting screens, 6-inch deep, in 1/2, 1/4, and 1/8-inch mesh. Stack on a 5-gallon bucket to classify gold paydirt.",1013,unisex,adult,new,US,regular
1-2-inch-mesh-plastic-stackable-classifier-sifting-screen-gold-prospecting-equipment-green,"Heavy Duty Stackable Plastic Sifting Screens Gold Prospecting Equipment Rock Hounding (3 Sizes)","3pc Set",SON-3PCPLASTICSIFTSET-GRN-BUN,00810131708344,ASRO-3PCC,"Stackable Plastic Gold Sifting Screens | ASR Outdoor","Heavy-duty stackable plastic sifting screens, 6-inch deep, in 1/2, 1/4, and 1/8-inch mesh. Stack on a 5-gallon bucket to classify gold paydirt.",1013,unisex,adult,new,US,regular
asr-outdoor-x-bobby-bo-assorted-paydirt-bags,"ASR Outdoor and Pan for Gold with Bobby Bo Guaranteed Gold Paydirt Bags (3oz, 1LB, 3LB, 10LB)",3oz,DOY-GOLDPAYDIRT-3OZ,,GLDPDRT3OZ1,"Bobby Bo Guaranteed Gold Paydirt Bags | ASR Outdoor","ASR Outdoor x Bobby Bo gold paydirt bags from 3oz to 10lb, classified or unclassified, for every skill level. Practice and sharpen your gold panning at home.",2187,unisex,adult,new,US,regular
asr-outdoor-x-bobby-bo-assorted-paydirt-bags,"ASR Outdoor and Pan for Gold with Bobby Bo Guaranteed Gold Paydirt Bags (3oz, 1LB, 3LB, 10LB)",1lb,DOY-GOLDPAYDIRT-1LB,,GLDPDRT1LBS-INT,"Bobby Bo Guaranteed Gold Paydirt Bags | ASR Outdoor","ASR Outdoor x Bobby Bo gold paydirt bags from 3oz to 10lb, classified or unclassified, for every skill level. Practice and sharpen your gold panning at home.",2187,unisex,adult,new,US,regular
asr-outdoor-x-bobby-bo-assorted-paydirt-bags,"ASR Outdoor and Pan for Gold with Bobby Bo Guaranteed Gold Paydirt Bags (3oz, 1LB, 3LB, 10LB)",3lb,DOY-GOLDPAYDIRT-3LBS,,GLDPDRT3LBS,"Bobby Bo Guaranteed Gold Paydirt Bags | ASR Outdoor","ASR Outdoor x Bobby Bo gold paydirt bags from 3oz to 10lb, classified or unclassified, for every skill level. Practice and sharpen your gold panning at home.",2187,unisex,adult,new,US,regular
asr-outdoor-x-bobby-bo-assorted-paydirt-bags,"ASR Outdoor and Pan for Gold with Bobby Bo Guaranteed Gold Paydirt Bags (3oz, 1LB, 3LB, 10LB)",10lb,DOY-GOLDPAYDIRT-10LBS,,GLDPDRT10LBS,"Bobby Bo Guaranteed Gold Paydirt Bags | ASR Outdoor","ASR Outdoor x Bobby Bo gold paydirt bags from 3oz to 10lb, classified or unclassified, for every skill level. Practice and sharpen your gold panning at home.",2187,unisex,adult,new,US,regular
13pc-geology-rock-hounding-kit-with-mining-tools-and-deluxe-carry-bag,"21pc Geology Rock Hounding Kit with Mining Tools and Deluxe Carry Bag","Default Title",DOY-GEOKIT-BUN,00810058486561,TTGEOKIT9,"Geology Rock Hounding Kit with Carry Bag, 21pc | ASR Outdoor","Complete 21-piece rock hounding kit with mining tools and a deluxe carry bag for gem, fossil, and mineral hunting. Break, sort, clean, and examine your finds.",1013,unisex,adult,new,US,regular
13-pocket-musette-carry-shoulder-bag-for-rock-hounding,"13 Pocket Musette Shoulder Tool Bag for Rock Hounding or Metal Detecting","Default Title",HWK-CARRYALLBAG-13PCKT,00810058487094,NYLCOTB13,"13-Pocket Musette Tool Bag, Rock Hounding | ASR Outdoor","Durable 13-pocket musette shoulder bag for rock hounding and metal detecting gear. Double-stitched rip-stop nylon built to last seasons of beach and field use.",6876,unisex,adult,new,US,regular
half-inch-plastic-sifting-screen-classifier-4-holes-per-square-inch,"Stackable 1/4"" Classifier Sifting Screen Gold Prospecting Equipment","Default Title",SON-GSC14MSSPPWFP-GRN-PLST,00810058489586,4HPSQINPLS,"Stackable 1/4-Inch Gold Classifier Screen | ASR Outdoor","Rust-free 1/4-inch classifier screen that sits on a 3 or 5-gallon bucket to sift paydirt before panning. Heavy-duty polypropylene built for many seasons.",1013,unisex,adult,new,US,regular
19pc-metal-detector-accessories-kit-with-musette-style-field-tool-bag,"19pc Metal Detector Accessories Kit with Musette Style Field Tool Bag","Default Title",SON-ASRO-METALDETECTKIT-19PC-BUN,00810131707866,ASRO-H2AHDG9N,"Metal Detector Accessories Kit with Bag, 19pc | ASR Outdoor","19-piece metal detecting kit with a musette tool bag, digging tools, sand scoops, gloves, and a depth marker trowel. Everything for a day of detecting.",1013,unisex,adult,new,US,regular
13-inch-serrated-edge-digger-versatile-hand-trowel-for-breaking-up-hard-ground,"13 Inch Serrated Edge Digger, Versatile Hand Trowel for Breaking up Hard Ground","Default Title",SON-STEELDIGGER-GRN,00060886306337,ASROCSGPTGRN,"13-Inch Serrated Digger Hand Trowel | ASR Outdoor","Heavy-duty 13-inch serrated digger trowel in heat-treated carbon steel. Cuts through hard soil and roots for metal detecting, treasure hunting, and gardening.",1013,unisex,adult,new,US,regular
11-inch-pin-pointer-metal-detecting-hand-trowel-shovel-with-depth-markers-2-colors,"11 Inch Pin Pointer Metal Detecting Hand Trowel Shovel with Depth Markers (2 Colors)",Black,SON-NPT288-TROWEL-BLK,00810131776503,ASR-HTOB,"11-Inch Metal Detecting Trowel, Depth Markers | ASR Outdoor","Non-metal 11-inch metal detecting trowel in tough ABS plastic with depth markers. Lets you use a pinpointer on the dug soil without triggering false signals.",1013,unisex,adult,new,US,regular
11-inch-pin-pointer-metal-detecting-hand-trowel-shovel-with-depth-markers-2-colors,"11 Inch Pin Pointer Metal Detecting Hand Trowel Shovel with Depth Markers (2 Colors)",Orange,SON-HAND-TROWEL-ORANGE,00060886070054,ASR-HTO,"11-Inch Metal Detecting Trowel, Depth Markers | ASR Outdoor","Non-metal 11-inch metal detecting trowel in tough ABS plastic with depth markers. Lets you use a pinpointer on the dug soil without triggering false signals.",1013,unisex,adult,new,US,regular
asr-outdoor-10l-collapsible-bucket-and-stand-gold-prospecting-equipment-6pc,"ASR Outdoor 10L Collapsible Bucket and Stand Gold Prospecting Equipment, 6pc","Default Title",SON-ASRO-COLLAPSEBUCKETSTAND-10L,00810058481535,L015SB6PG,"10L Collapsible Bucket & Stand, 6pc | ASR Outdoor","6-piece collapsible 10L bucket and stand set for gold prospecting. Pairs with sifting screens to classify raw material into paydirt. Folds flat to pack.",988,unisex,adult,new,US,regular
asr-outdoor-1-4-classifier-screen-set-with-10l-collapsible-bucket-gold-panning-kit,"Classifier Screen with 10L Collapsible Silicone Bucket Gold Prospecting Equipment","1/2 Classifier Screen & Bucket",SON-ASRO-BUCKETCLASSIFER-7PC-BUN-12,00810131705039,L015SB6PG12,"Gold Classifier Screen with 10L Bucket | ASR Outdoor","Collapsible 10L silicone bucket with a classifier screen in 1/2, 1/4, 1/8, or 1/20-inch mesh for gold prospecting. Sift raw material, then fold flat to pack.",1013,unisex,adult,new,US,regular
asr-outdoor-1-4-classifier-screen-set-with-10l-collapsible-bucket-gold-panning-kit,"Classifier Screen with 10L Collapsible Silicone Bucket Gold Prospecting Equipment","1/4 Classifier Screen & Bucket",SON-ASRO-BUCKETCLASSIFER-7PC-BUN,00810058489227,L015SB6PG14,"Gold Classifier Screen with 10L Bucket | ASR Outdoor","Collapsible 10L silicone bucket with a classifier screen in 1/2, 1/4, 1/8, or 1/20-inch mesh for gold prospecting. Sift raw material, then fold flat to pack.",1013,unisex,adult,new,US,regular
asr-outdoor-1-4-classifier-screen-set-with-10l-collapsible-bucket-gold-panning-kit,"Classifier Screen with 10L Collapsible Silicone Bucket Gold Prospecting Equipment","1/8 Classifier Screen & Bucket",SON-ASRO-BUCKETCLASSIFER-7PC-BUN-18,00810131708795,L015SB6PG18,"Gold Classifier Screen with 10L Bucket | ASR Outdoor","Collapsible 10L silicone bucket with a classifier screen in 1/2, 1/4, 1/8, or 1/20-inch mesh for gold prospecting. Sift raw material, then fold flat to pack.",1013,unisex,adult,new,US,regular
asr-outdoor-1-4-classifier-screen-set-with-10l-collapsible-bucket-gold-panning-kit,"Classifier Screen with 10L Collapsible Silicone Bucket Gold Prospecting Equipment","1/20 Classifier Screen & Bucket",SON-ASRO-BUCKETCLASSIFER-7PC-BUN-120,00810131709297,L015SB6PG120,"Gold Classifier Screen with 10L Bucket | ASR Outdoor","Collapsible 10L silicone bucket with a classifier screen in 1/2, 1/4, 1/8, or 1/20-inch mesh for gold prospecting. Sift raw material, then fold flat to pack.",1013,unisex,adult,new,US,regular
3pc-heavy-duty-cold-steel-chisel-set-rock-hounding-equipment,"3pc Heavy Duty Cold Steel Chisel Set Rock Hounding Equipment","Default Title",DOY-ASRO-RHCHISELSET-3PC,00810131700270,Z6OHWJI8,"Steel Chisel Set, Rock Hounding, 3pc | ASR Outdoor","Three-piece cold steel chisel set in 9.5, 10, and 12-inch lengths for rock hounding, geology, and fossil digs. Tough chisels to split and shape stone.",1174,unisex,adult,new,US,regular
lightweight-carbon-steel-camping-hammer-with-tent-stakes-puller-12-inch,"Lightweight Carbon Steel Camping Hammer with Tent Stakes Puller, 12 Inch","Default Title",SON-ASRO-12INCAMPINGHAMMER-BLK,00810131706142,WB26QS3I,"12-Inch Camping Hammer with Stake Puller | ASR Outdoor","12-inch carbon steel camping hammer with an aluminum handle and built-in tent stake puller. Drive and pull stakes fast, cutting strain from tent and tarp setup.",1013,unisex,adult,new,US,regular
10-in-1-compact-survival-kit-camping-hiking-gear-emergency-supplies-green,"10 in 1 Compact Survival Device Camping Hiking Gear Emergency Supplies, Green","Default Title",SON-ASRO-10IN1SURVIVALTOOL-GRN,00810131705091,QNL99SF5,"10-in-1 Compact Survival Tool for Camping | ASR Outdoor","10-in-1 compact survival tool with a flint striker, compass, whistle, signal mirror, LED light, thermometer, and magnifier. Pocket-sized for camping and hiking.",3937,unisex,adult,new,US,regular
4pk-aluminum-screw-in-tent-stakes-9-inch,"4pk Aluminum Screw in Tent Stakes, 9 Inch","Default Title",SON-ASRO-ALUMTENTSTAKES-SILVER-4PC,00810131708665,3Z1R218X,"9-Inch Aluminum Screw-In Tent Stakes, 4pk | ASR Outdoor","Four-pack of 9-inch screw-in tent stakes in aircraft-grade 6061 aluminum. Twisted drill design and sharp tips secure tents fast by hand, with no tools needed.",5658,unisex,adult,new,US,regular
2pk-zipper-pull-mini-compass,"2pk Lightweight Zipper Pull Mini Compass Hiking Camping Gear, Black","Default Title",SON-ZIPPERPULLCOMPASS-BLK-2PK,00810131704414,WE0SKNBU,"Mini Zipper-Pull Compass for Hiking, 2pk | ASR Outdoor","Two-pack of liquid-filled mini zipper-pull compasses for hiking and camping. Clip them to a pack or jacket to keep your heading without digging for a compass.",4785,unisex,adult,new,US,regular
3pc-collapsible-camping-lantern-assorted-colors,"3pc Collapsible Camping Lantern, Assorted Colors","Default Title",SON-ASRO-CAMPINGLANTERNSET-3PC,00810131701413,ASROMHL,"Collapsible Camping Lantern, 3pc | ASR Outdoor","Three-piece collapsible camping lantern set with 100 and 200 lumen COB lighting for 360-degree brightness. Pull-up design for camping, hiking, and backpacking.",1019,unisex,adult,new,US,regular
hanging-camping-lantern-battery-operated-led,"Hanging Camping Lantern Battery Operated LED","Default Title",SON-HANGINGLANTERN-GRN-FL804-92COB,00810058488183,ASROMHLGRN1,"Hanging LED Camping Lantern, Battery Operated | ASR Outdoor","Battery-powered 8-inch LED hanging camping lantern with 450-lumen COB lighting and a dimmer. Stand it on a table or hang it inside your tent.",1019,unisex,adult,new,US,regular
36-hour-camping-survival-candle-in-portable-box-3-wick,"36 Hour Camping Survival Candle in Portable Box, 3 Wick","Default Title",SON-ASRO-3WICK-CANDLE-WHT,00810058486592,36HR-ASRO,"36-Hour 3-Wick Camping Survival Candle | ASR Outdoor","36-hour survival candle with three wicks for emergency light while camping or during a blackout. Compact and boxed for any earthquake or power-outage kit.",1019,unisex,adult,new,US,regular
thermal-mat-heat-reflective-camping-sleeping-pad,"Thermal Mat Heat Reflective Camping Sleeping Pad","Default Title",SON-OTRSCMP-STD-YLLW,00654123789641,EB7158,"Heat-Reflective Thermal Camping Sleeping Pad | ASR Outdoor","Heat-reflective EVA foam camping sleeping pad that traps body warmth on cold nights. Durable, moisture- and UV-resistant, and ultralight at just 8 ounces.",1021,unisex,adult,new,US,regular
6pc-tent-stake-set-with-hook-head-for-hard-packed-soil,"Heavy Duty Galvanized Carbon Steel Tent Stakes 11 Inch - Camping Ground Anchors for Tents Tarps Canopies (3 Colors, Assorted Pack Sizes)","Orange / 4 Pack",SON-TENTPEGS-ORANGE-4PK,00810058769596,73601-OG4,"11-Inch Galvanized Steel Tent Stakes, Anchors | ASR Outdoor","Heavy-duty 11-inch galvanized carbon steel tent stakes for tents and tarps, in orange, green, or glow-in-the-dark. Available in 4 to 12-packs.",5658,unisex,adult,new,US,regular
6pc-tent-stake-set-with-hook-head-for-hard-packed-soil,"Heavy Duty Galvanized Carbon Steel Tent Stakes 11 Inch - Camping Ground Anchors for Tents Tarps Canopies (3 Colors, Assorted Pack Sizes)","Orange / 6 Pack",SON-AOSRTPBO-6PC-SML-ORNG,00060886465805,ASROORTS6,"11-Inch Galvanized Steel Tent Stakes, Anchors | ASR Outdoor","Heavy-duty 11-inch galvanized carbon steel tent stakes for tents and tarps, in orange, green, or glow-in-the-dark. Available in 4 to 12-packs.",5658,unisex,adult,new,US,regular
6pc-tent-stake-set-with-hook-head-for-hard-packed-soil,"Heavy Duty Galvanized Carbon Steel Tent Stakes 11 Inch - Camping Ground Anchors for Tents Tarps Canopies (3 Colors, Assorted Pack Sizes)","Orange / 8 Pack",SON-TENTPEGS-ORANGE-8PK,00810058996817,73601-OG8,"11-Inch Galvanized Steel Tent Stakes, Anchors | ASR Outdoor","Heavy-duty 11-inch galvanized carbon steel tent stakes for tents and tarps, in orange, green, or glow-in-the-dark. Available in 4 to 12-packs.",5658,unisex,adult,new,US,regular
6pc-tent-stake-set-with-hook-head-for-hard-packed-soil,"Heavy Duty Galvanized Carbon Steel Tent Stakes 11 Inch - Camping Ground Anchors for Tents Tarps Canopies (3 Colors, Assorted Pack Sizes)","Orange / 10 Pack",SON-TENTPEGS-ORANGE-10PK,00810058023063,73601-OG10,"11-Inch Galvanized Steel Tent Stakes, Anchors | ASR Outdoor","Heavy-duty 11-inch galvanized carbon steel tent stakes for tents and tarps, in orange, green, or glow-in-the-dark. Available in 4 to 12-packs.",5658,unisex,adult,new,US,regular
6pc-tent-stake-set-with-hook-head-for-hard-packed-soil,"Heavy Duty Galvanized Carbon Steel Tent Stakes 11 Inch - Camping Ground Anchors for Tents Tarps Canopies (3 Colors, Assorted Pack Sizes)","Orange / 12 Pack",SON-TENSTAKE-12PC-ORANGE,00810131720759,TNT-STAKE-10PC-ORG,"11-Inch Galvanized Steel Tent Stakes, Anchors | ASR Outdoor","Heavy-duty 11-inch galvanized carbon steel tent stakes for tents and tarps, in orange, green, or glow-in-the-dark. Available in 4 to 12-packs.",5658,unisex,adult,new,US,regular
6pc-tent-stake-set-with-hook-head-for-hard-packed-soil,"Heavy Duty Galvanized Carbon Steel Tent Stakes 11 Inch - Camping Ground Anchors for Tents Tarps Canopies (3 Colors, Assorted Pack Sizes)","Orange / 20 Pack",SON-TENTPEGS-ORANGE-20PK,00810058531438,73601-OG20,"11-Inch Galvanized Steel Tent Stakes, Anchors | ASR Outdoor","Heavy-duty 11-inch galvanized carbon steel tent stakes for tents and tarps, in orange, green, or glow-in-the-dark. Available in 4 to 12-packs.",5658,unisex,adult,new,US,regular
6pc-tent-stake-set-with-hook-head-for-hard-packed-soil,"Heavy Duty Galvanized Carbon Steel Tent Stakes 11 Inch - Camping Ground Anchors for Tents Tarps Canopies (3 Colors, Assorted Pack Sizes)","Green / 4 Pack",UNI-TENTPEGS-GREEN-4PK,00634411090000,73601,"11-Inch Galvanized Steel Tent Stakes, Anchors | ASR Outdoor","Heavy-duty 11-inch galvanized carbon steel tent stakes for tents and tarps, in orange, green, or glow-in-the-dark. Available in 4 to 12-packs.",5658,unisex,adult,new,US,regular
6pc-tent-stake-set-with-hook-head-for-hard-packed-soil,"Heavy Duty Galvanized Carbon Steel Tent Stakes 11 Inch - Camping Ground Anchors for Tents Tarps Canopies (3 Colors, Assorted Pack Sizes)","Green / 6 Pack",UNI-TENTPEGS-GREEN-6PK,00810058302830,73601-6,"11-Inch Galvanized Steel Tent Stakes, Anchors | ASR Outdoor","Heavy-duty 11-inch galvanized carbon steel tent stakes for tents and tarps, in orange, green, or glow-in-the-dark. Available in 4 to 12-packs.",5658,unisex,adult,new,US,regular
6pc-tent-stake-set-with-hook-head-for-hard-packed-soil,"Heavy Duty Galvanized Carbon Steel Tent Stakes 11 Inch - Camping Ground Anchors for Tents Tarps Canopies (3 Colors, Assorted Pack Sizes)","Green / 8 Pack",UNI-TENTPEGS-GREEN-8PK,00625293885242,55571,"11-Inch Galvanized Steel Tent Stakes, Anchors | ASR Outdoor","Heavy-duty 11-inch galvanized carbon steel tent stakes for tents and tarps, in orange, green, or glow-in-the-dark. Available in 4 to 12-packs.",5658,unisex,adult,new,US,regular
6pc-tent-stake-set-with-hook-head-for-hard-packed-soil,"Heavy Duty Galvanized Carbon Steel Tent Stakes 11 Inch - Camping Ground Anchors for Tents Tarps Canopies (3 Colors, Assorted Pack Sizes)","Green / 10 Pack",UNI-TENTPEGS-GREEN-10PK,00855569007546,43621,"11-Inch Galvanized Steel Tent Stakes, Anchors | ASR Outdoor","Heavy-duty 11-inch galvanized carbon steel tent stakes for tents and tarps, in orange, green, or glow-in-the-dark. Available in 4 to 12-packs.",5658,unisex,adult,new,US,regular
6pc-tent-stake-set-with-hook-head-for-hard-packed-soil,"Heavy Duty Galvanized Carbon Steel Tent Stakes 11 Inch - Camping Ground Anchors for Tents Tarps Canopies (3 Colors, Assorted Pack Sizes)","Green / 12 Pack",SON-TENTSTAKE-GREEN-12PC,00810131796730,TNT-STAKE-GRN-12,"11-Inch Galvanized Steel Tent Stakes, Anchors | ASR Outdoor","Heavy-duty 11-inch galvanized carbon steel tent stakes for tents and tarps, in orange, green, or glow-in-the-dark. Available in 4 to 12-packs.",5658,unisex,adult,new,US,regular
